"","source","confidence","target","weight"
"1272","Esr1","A","F12",1
"1273","Tp53","A","Bbc3",1
"1277","Foxo1","A","Pck1",1
"1278","Sp1","A","Myc",1
"1279","Sp1","A","Cyp7b1",1
"1280","Tp53","A","Serpine1",1
"1281","Nfkb1","A","Fas",1
"1282","Smad3","A","Pthlh",1
"1285","Sp1","A","Ifngr1",1
"1290","Egr1","A","Cat",1
"1293","Sp1","A","Gstp1",1
"1294","Sp1","A","Gstp2",1
"1295","Ets1","A","Abcb1a",1
"1297","Tfap2c","A","Erbb2",1
"1298","Sp3","A","Cyp3a11",1
"1299","Sp3","A","Cyp3a41a",1
"1300","Sp3","A","Cyp3a16",1
"1301","Nfya","A","Sp3",1
"1302","Nfat5","A","Tnf",1
"1306","Sp3","A","Cyp3a13",1
"1307","Sp1","A","Cyp3a13",1
"1311","Egr1","A","Ccnd1",1
"1312","Egr1","A","Cdkn1a",1
"1314","Egr1","B","Pik3r1",0.5
"1318","Ar","A","Jun",1
"1319","Myc","A","Ccne1",1
"1322","Sox9","A","Cdkn1a",1
"1323","Sp3","A","Igfbp3",1
"1324","Sp1","A","Igfbp3",1
"1325","Stat5b","A","Igf1",1
"1330","Cdx2","A","Klf4",1
"1334","Tp53","A","Hipk2",1
"1336","Pparg","A","Adipoq",1
"1339","Hnf4a","A","Cyp8b1",1
"1341","Sox10","A","Dct",-1
"1342","Tp53","A","Pten",-1
"1343","Tp53","A","Egfr",1
"1347","Klf4","A","Lama3",1
"1350","Tbx5","A","Nppa",1
"1351","Usf2","A","Top3a",1
"1352","Elk1","A","Fos",1
"1353","Fos","A","Fgf2",1
"1354","Tp53","A","Chuk",-1
"1355","Hnf4a","A","Pck1",1
"1356","E2f1","A","Bcl2",1
"1357","Sp1","A","Hras",1
"1360","Nfkb1","A","Bcl2",1
"1365","Sp1","B","Grin1",0.5
"1366","Smad4","A","Fstl3",1
"1367","Tp53","A","Afp",-1
"1368","Foxm1","A","Ccnb1",1
"1369","Foxm1","A","Ccnd1",1
"1370","Pax8","A","Slc5a5",1
"1371","Sp1","A","Pax6",1
"1382","Twist1","A","Cdkn1a",1
"1384","Ets1","B","Serpine1",0.5
"1386","Gata3","A","Il13",1
"1388","Tp73","A","Cdk1",1
"1390","Atf6","A","Atp2a2",1
"1392","Cebpg","A","Sftpd",1
"1393","Cebpa","A","Sftpd",1
"1394","Cebpb","A","Sftpd",1
"1400","Tp53","A","Epha2",1
"1403","Tp53","A","Tgfa",1
"1406","Sp1","A","Oprm1",1
"1407","Sp3","A","Oprm1",1
"1409","Jun","A","App",1
"1411","Esr1","A","Stat5a",1
"1412","Stat5a","A","Esr1",1
"1414","Stat5a","A","Esr2",1
"1415","Stat5b","A","Esr1",1
"1417","Fos","B","Stat3",0.5
"1418","Stat3","A","Fos",1
"1420","E2f4","A","Myc",1
"1421","Myc","B","Smad3",0.5
"1422","Smad3","A","Myc",1
"1426","Tp53","A","Ptpn13",1
"1427","Creb1","A","Il6",1
"1428","Creb1","B","Brca1",0.5
"1429","Nr1h4","A","Nr0b2",1
"1432","Egr1","A","Ace",1
"1435","Tp53","A","Bcl2l1",1
"1437","Tp53","A","Mki67",1
"1438","Tp53","A","Birc5",-1
"1439","Mef2a","A","Slc2a4",1
"1440","Ets1","A","Ece1",1
"1442","Esr1","A","Fos",1
"1443","Ppara","A","Pck1",1
"1447","Jun","A","Ngf",1
"1448","Jun","A","Fas",1
"1449","Sox10","A","Mbp",1
"1450","Sox10","A","Gjb1",-1
"1454","Jun","A","Fos",1
"1459","Rbpj","A","Hey2",1
"1460","Sp1","A","Chrnb4",1
"1464","Egr1","A","Faslg",1
"1465","Cebpb","A","Il5",1
"1468","Rela","A","Ccl20",1
"1470","Cebpa","A","Csf3r",1
"1478","Esr1","A","Ncoa3",1
"1480","Foxo4","A","Bcl6",1
"1481","Rest","A","Bdnf",-1
"1482","Sp3","A","Agtr1a",1
"1485","Egr1","A","Pten",1
"1486","Pou2f1","A","Il2",1
"1488","Pou2f1","A","Il4",-1
"1493","Tp53","A","Klk1b26",-1
"1494","Tp53","A","Klk1b8",-1
"1495","Tp53","A","Klk1b9",-1
"1496","Tp53","A","Klk1b1",-1
"1497","Tp53","A","Klk1b11",-1
"1498","Tp53","A","Klk1b27",-1
"1499","Tp53","A","Klk1b22",-1
"1500","Tp53","A","Klk1b21",-1
"1501","Tp53","A","Klk1b5",-1
"1502","Tp53","A","Klk1b16",-1
"1503","Tp53","A","Klk1b3",-1
"1504","Tp53","A","Klk1b24",-1
"1505","Tp53","A","Klk1b4",-1
"1506","Tp53","A","Klk1",-1
"1507","Mitf","A","Acp5",1
"1509","Tp53","A","Mmp2",1
"1510","Ppara","A","Fads2",1
"1512","Bmal1","A","Cry2",1
"1513","Clock","A","Cry1",1
"1514","Clock","A","Cry2",1
"1515","Clock","A","Per2",1
"1519","Sp1","A","Cdkn2b",1
"1520","Hnf4a","B","Aldh2",0.5
"1521","Sp1","A","Bsg",1
"1525","Mitf","B","Cdh1",0.5
"1526","Tp53","A","Hnf4a",-1
"1530","Spi1","A","Dab2",1
"1531","Pdx1","A","Gck",1
"1532","Ets1","A","Mmp1a",1
"1536","Creb1","A","Nr4a3",1
"1537","Egr1","A","Egfr",1
"1539","Spi1","A","Vav1",1
"1544","Sp1","A","Ier3",1
"1545","Tp53","A","Ier3",1
"1546","Sp1","A","Abcc3",1
"1547","Irf7","A","Ifnb1",1
"1548","Creb1","A","Cyp19a1",1
"1549","Nr2f1","A","Cyp19a1",-1
"1551","Stat3","A","Bcl2l1",1
"1552","Esr1","A","Fbln1",1
"1553","Tp53","A","Siah1a",1
"1554","Sp1","A","Tyms",1
"1560","Usf1","A","Abca1",1
"1561","Usf2","A","Abca1",1
"1562","Creb1","A","Cyp11a1",1
"1563","Hnf4a","A","G6pc1",1
"1564","Tp53","A","Ctsd",1
"1566","Sp1","A","Cyp27a1",1
"1567","Hnf4a","A","Cyp27a1",1
"1568","Sp3","A","Cyp27a1",1
"1569","Ppara","A","Cd36",1
"1571","Pparg","A","Mmp1a",1
"1573","Egr1","A","Dmrt1",1
"1577","Sp1","A","Ubc",1
"1582","E2f3","A","Cdkn2a",1
"1583","Creb1","A","Nr4a2",1
"1592","Atf2","A","Ptgs2",1
"1594","Srebf1","A","Acaca",1
"1595","Creb1","A","Ifng",1
"1596","Sp1","A","Met",1
"1597","Fos","A","Star",1
"1598","Snai2","A","Cdh1",-1
"1609","Sp1","A","Itgax",1
"1611","Hnf4a","B","Axin2",0.5
"1616","Nfe2","B","Tbxas1",0.5
"1618","Egr1","A","Jun",1
"1620","Maf","A","Il4",1
"1622","Atf4","A","Asns",1
"1625","Vdr","A","Egfr",-1
"1626","Usf2","A","Ptgs2",1
"1632","Ets1","A","Faslg",1
"1633","Gata3","A","Ifng",1
"1635","Tp53","A","Ddb2",1
"1637","Pparg","A","Myc",-1
"1638","Esr1","A","Cyp19a1",1
"1640","Tp53","A","Irf5",1
"1643","Nr2f2","A","Hnf4a",-1
"1644","Hnf4a","B","Nr2f2",0.5
"1645","Hnf4a","A","Ppara",1
"1646","Ppara","A","Nfkbia",1
"1649","E2f1","A","Tp73",1
"1652","Ets1","A","Fli1",1
"1657","Cebpb","A","Cyp19a1",-1
"1659","Cebpd","A","Cyp19a1",-1
"1667","Nfkb1","A","Ifnb1",1
"1668","Rela","A","Ifnb1",1
"1671","Egr1","A","Pparg",1
"1672","Myc","A","Prdx3",1
"1674","Pparg","A","Dbi",1
"1680","Rela","A","Il2",1
"1681","Lef1","A","Dct",1
"1682","Creb1","B","Per1",0.5
"1684","Cebpa","A","Spi1",1
"1685","Cebpe","A","Spi1",-1
"1686","Rara","A","Cebpe",1
"1687","Spi1","B","Rara",0.5
"1688","Sp1","A","Bcl2",1
"1689","Ets1","A","Mmp3",1
"1690","Lef1","A","Eda",1
"1691","Ets1","A","Mmp2",1
"1692","Usf1","A","Tert",1
"1693","Esr1","A","Oxt",-1
"1694","Foxo3","A","Gadd45a",1
"1695","Foxo4","A","Gadd45a",1
"1697","Pax5","A","Prdm1",-1
"1699","Mef2d","A","Jun",1
"1704","Sp1","A","Pnoc",1
"1707","Ar","A","Akt1",1
"1708","E2f3","A","E2f1",1
"1709","E2f1","A","E2f3",1
"1710","Jun","A","Gja1",1
"1711","Sp1","A","Kdr",-1
"1715","Jun","A","Ddit3",1
"1718","Cebpa","A","Hp",1
"1719","E2f1","A","Cdkn2c",1
"1720","Sp1","A","Cdkn2c",1
"1726","Srebf2","A","Sqle",1
"1728","Mitf","A","Bcl2",1
"1729","Usf2","A","Pklr",1
"1730","Tp53","A","Casp6",1
"1733","Sp1","A","Mmp14",1
"1738","Egr1","A","Apoa1",1
"1739","Foxa2","A","Apoa1",1
"1740","Creb1","A","Cpt1a",1
"1742","E2f1","A","Pparg",1
"1743","E2f4","A","Pparg",-1
"1745","Atf2","A","Nr4a2",1
"1746","Nr1i3","A","Ugt1a1",1
"1747","Ets1","A","Atp2a3",1
"1748","Esr1","A","Tert",1
"1749","Spi1","A","Fcgr1",1
"1751","Sp1","A","Cdkn2a",1
"1759","Creb1","A","Fos",1
"1760","Esr1","A","Cav1",1
"1763","Pou2f1","A","Vcam1",-1
"1768","Pitx1","A","Fshb",1
"1769","Stat3","A","Ccnd1",1
"1770","Mafg","A","Nqo1",1
"1771","Mafk","A","Nqo1",1
"1772","Hif1a","A","Ca9",1
"1773","Tp53","A","Atf3",1
"1775","Esr1","A","Crh",-1
"1777","Rela","B","Gadd45b",0.5
"1778","Tp53","A","Slc6a6",-1
"1779","Bcl6","A","Prdm1",1
"1784","Tfap2a","A","Sp1",1
"1789","Cebpa","A","Hamp",1
"1792","Gata1","A","Hbb-b1",1
"1794","Nfkb1","A","Nod2",1
"1799","Sp1","A","Cd14",1
"1801","Hif1a","A","Lep",1
"1804","Nfkb1","A","Irf4",1
"1807","Tfap2a","A","Slc19a1",1
"1808","Egr1","A","Ldlr",1
"1811","Usf1","A","Serpine1",1
"1813","Tp53","A","Xpc",1
"1814","Lef1","A","Rag2",1
"1820","Foxo3","A","Tnfsf10",1
"1821","Foxo1","A","Tnfsf10",1
"1823","Hif1a","A","Bhlhe41",1
"1824","Bach1","A","Hmox1",-1
"1825","Fli1","A","Gp6",1
"1826","Gata1","A","Gp6",1
"1827","Rel","A","Ier3",1
"1828","Myc","A","Ier3",1
"1829","Nfkb1","A","Ier3",1
"1830","Rela","A","Ier3",1
"1831","Sp1","A","Taf7",1
"1834","E2f4","A","Tert",1
"1835","Mafa","A","Ins2",1
"1838","Hif1a","A","Nt5e",1
"1840","Tp53","A","Fdxr",1
"1843","Esr1","A","Grin2d",1
"1845","Stat4","A","Prf1",1
"1850","Sp1","A","Adipoq",1
"1852","Myc","A","Bbc3",1
"1855","Jun","A","Serpine1",1
"1856","Pou2f1","A","Ccnd1",1
"1857","Atf1","A","Ciita",1
"1861","Stat3","A","Birc5",1
"1862","Bmal1","A","Bhlhe40",1
"1863","Clock","A","Bhlhe40",1
"1865","Clock","A","Bhlhe41",1
"1866","Sox9","A","Col9a1",1
"1867","Tp53","A","Bid",1
"1868","Tp53","A","Pttg1",1
"1869","Sp1","A","Pttg1",1
"1870","Cdx2","A","Cdh17",1
"1871","Egr1","A","Ret",1
"1874","Rel","A","Sele",1
"1876","E2f2","A","Cdc6",1
"1877","E2f3","A","Cdc6",1
"1879","E2f1","A","Cdc6",1
"1883","Rel","A","Birc3",1
"1884","Irf1","A","Il12b",1
"1887","Hes1","A","Dbf4",1
"1892","Nfkb1","A","Il1rn",1
"1899","Esr1","A","Sp3",1
"1900","Smad4","A","Cdkn2b",1
"1901","Fos","A","Csf2",1
"1905","E2f1","A","Mycn",1
"1906","E2f2","A","Mycn",1
"1907","E2f3","A","Mycn",1
"1908","Tp53","A","Vcan",1
"1909","Ets1","A","Tfrc",1
"1912","Mitf","A","Snai2",1
"1913","Ets2","A","Psen1",1
"1915","Fos","A","Pgr",1
"1916","Jun","A","Pgr",-1
"1918","Lef1","A","Cdx1",1
"1920","E2f4","A","Stmn1",1
"1922","Myc","A","Id2",1
"1923","Tp53","A","Sfn",1
"1924","Nfatc2","A","Cdk4",1
"1929","Egr1","A","Chga",1
"1932","Sp1","A","Rps3a",1
"1936","Sp3","A","Slc9a3",1
"1937","Sp1","A","Tbxa2r",1
"1939","E2f1","A","Pcna",1
"1940","Nfkb1","A","Egfr",1
"1944","Ets1","A","Csf2",1
"1949","Irf1","A","Il4",1
"1951","Epas1","B","Hif1a",0.5
"1953","Yy1","A","Dek",1
"1957","Hes1","A","Ptgds",-1
"1959","Hoxa10","A","Igfbp1",1
"1963","Cebpa","A","Cdkn1a",1
"1964","Tp53","A","Mgmt",-1
"1965","Pparg","A","Retn",1
"1968","Zeb2","A","Cdh1",-1
"1973","Irf1","A","Il12a",1
"1975","Cebpa","A","Ltf",1
"1976","Pparg","B","Smad3",0.5
"1981","E2f1","A","Atm",1
"1982","Creb1","A","Star",1
"1983","Sp1","A","Cat",1
"1985","Hif1a","B","Crebbp",0.5
"1989","Pitx2","A","Fshb",1
"1990","Smad4","A","Fshb",1
"1997","Egr1","A","Il2",1
"1998","Nfatc1","A","Il2",1
"1999","Egr1","A","Abca2",1
"2001","Max","A","Odc1",1
"2002","Mxd1","A","Odc1",1
"2005","Fos","A","Myc",-1
"2010","Rela","A","Cd86",1
"2013","Yy1","A","Ifnb1",-1
"2014","Tlx1","A","Aldh1a1",1
"2016","Klf6","A","Nos2",1
"2017","Hnf4a","A","Myc",1
"2018","Tp53","A","Brca2",-1
"2020","Rela","A","Ccl5",1
"2022","Tp53","A","Thbs1",1
"2024","Ets1","A","Pf4",1
"2025","Gata1","A","Pf4",1
"2026","E2f1","A","Ccnd3",1
"2028","Ets1","A","Nrp1",1
"2029","Nr2c2","B","Nr2c1",0.5
"2030","Sp3","A","Ca9",1
"2031","Jun","A","Faslg",1
"2036","Jun","A","Ifng",1
"2038","Ets2","A","Pthlh",1
"2039","E2f1","A","Cdk1",1
"2040","Esr1","A","Ncoa1",1
"2044","Ets2","A","Brca1",1
"2045","Egr1","A","Col2a1",-1
"2048","Tp63","A","Sfn",1
"2050","Myod1","A","Acacb",1
"2052","Ets2","A","Csf2",1
"2053","Ar","A","Gtf2f1",1
"2054","Pou2f1","A","Spp1",1
"2056","Esr1","A","Ccn5",1
"2058","Nr0b1","A","Nr1h4",-1
"2059","Nfe2l2","A","Txn",1
"2062","Cebpb","A","Insr",1
"2063","Sp1","A","Insr",1
"2067","Fos","A","Ccl12",1
"2068","Tp53","A","Nme1",1
"2069","Egr1","A","Cd44",1
"2073","Tp53","A","E2f1",-1
"2074","E2f1","A","Tp53",1
"2075","Irf4","A","Cd68",-1
"2077","Spi1","A","Cd68",-1
"2078","Irf8","A","Cd68",-1
"2080","Sp1","A","Ugdh",1
"2081","Sp1","A","Wt1",1
"2084","Rela","A","Cxcr4",1
"2085","Tp53","A","Arid3a",1
"2087","Sp3","A","Dnase2",1
"2095","Sp1","B","Ets1",0.5
"2098","Ppara","A","Apoa5",1
"2100","Rara","A","Cyp26a1",1
"2102","Nr5a1","A","Amhr2",1
"2105","Esr1","A","Cdh1",1
"2110","Irf1","A","Cdk2",-1
"2113","Sp1","B","Sqstm1",0.5
"2114","Ets1","A","Cdkn1a",1
"2116","Esr1","A","Cad",1
"2118","Rela","A","Elf3",1
"2119","Nfkb1","A","Elf3",1
"2121","Elk1","A","Psen1",1
"2122","Esr1","A","Mdm2",1
"2123","Ets2","A","Mdm2",1
"2124","Tp53","A","Esr1",1
"2125","Esr1","A","Tp53",-1
"2127","Runx2","A","Ibsp",1
"2130","Sp1","A","Fgl2",1
"2131","Tp53","A","Egr1",1
"2132","Egr1","A","Tp53",1
"2133","Pax6","B","Mitf",0.5
"2134","Nfkb1","A","Ifng",1
"2137","Pparg","A","Scarb1",1
"2139","Srebf1","A","Acacb",1
"2140","Tp53","A","Prkab1",1
"2142","Spi1","B","Mbp",0.5
"2143","Hnf4a","A","Nr1i2",1
"2144","Pparg","A","Slc2a4",-1
"2148","Nfkb1","A","Myc",1
"2150","Tp53","B","Traf4",0.5
"2151","Dnmt1","A","Esr1",1
"2156","Fos","B","Prkce",0.5
"2158","Sp1","A","Cyp1b1",1
"2160","Sp1","A","Stard3",1
"2164","Sp1","A","Pth",1
"2167","Irf1","B","Nod1",0.5
"2168","Hsf2","A","Hspa4",1
"2170","Tfap2a","A","Plaur",1
"2172","Sp1","A","Atp2a2",1
"2174","Mitf","A","Mlana",1
"2175","Foxo1","A","Pdk4",1
"2181","Spi1","B","Cdk6",0.5
"2182","Gata3","B","Runx1",0.5
"2183","Irf1","A","Ogn",1
"2184","Nfkb2","A","Bcl2",1
"2187","Atf2","A","Ifng",1
"2189","Pparg","A","Rarb",1
"2193","Ets1","A","Tfap2a",1
"2194","Tfap2a","A","Ets1",1
"2197","Cebpb","A","Il10",1
"2200","Myc","A","Jun",1
"2201","Jun","A","Myc",-1
"2202","Klf4","A","Gpa33",1
"2205","Usf1","B","Igf2r",0.5
"2206","Usf2","A","Igf2r",1
"2208","Rela","A","S100a6",1
"2214","Tp53","A","Mad1l1",-1
"2216","Atf3","A","Asns",1
"2217","Ppara","A","Apoa1",1
"2222","Egr1","A","Ar",-1
"2223","Tp53","A","Dusp1",1
"2224","Insm1","A","Neurod1",1
"2225","Pgr","A","Hltf",1
"2226","Esr1","A","Egfr",1
"2228","Egr1","B","Ubc",0.5
"2232","E2f6","A","Brca1",-1
"2234","E2f6","A","Rbbp4",-1
"2236","Hnf4a","A","F2",1
"2238","Sp3","A","F2",1
"2239","Foxo3","A","Bcl2l11",1
"2240","Cebpa","A","Ptgs2",1
"2243","Usf1","A","Cyp19a1",-1
"2244","Usf2","A","Cyp19a1",-1
"2245","Usf1","A","Cd2",1
"2247","Tp53","A","Mndal",1
"2248","Tp53","A","Ifi203",1
"2249","Tp53","A","Pyhin1",1
"2250","Tp53","A","Ifi205a",1
"2251","Tp53","A","Ifi208",1
"2252","Tp53","A","Q504N7",1
"2253","Tp53","A","Mnda",1
"2254","Tp53","A","Ifi204",1
"2258","Smad4","B","Gadd45b",0.5
"2260","Runx1","A","Itgax",1
"2261","Myc","A","Ccna2",1
"2263","Cebpa","A","Tf",1
"2265","Usf2","A","Tert",1
"2267","Tp53","A","Dusp5",1
"2268","Rest","A","Glra1",1
"2269","Hnf1a","A","Ugt1a6",1
"2271","Nr4a1","A","E2f1",1
"2273","Cebpa","A","Elane",1
"2274","Atf6","A","Xbp1",1
"2276","Stat2","B","Eif2ak2",0.5
"2277","Jun","A","Krt16",1
"2278","Sp1","A","Krt16",1
"2279","Jun","A","Plat",1
"2280","Creb1","A","Npy",1
"2281","Rfx5","A","Col1a2",-1
"2283","Cebpa","A","Bcl2",1
"2285","Nr2f1","A","Lhcgr",-1
"2286","Sp1","A","F2r",1
"2289","Fos","A","Nr3c1",1
"2293","Wt1","A","Pdgfa",-1
"2294","Creb1","A","Vip",1
"2298","Jun","A","Fosl1",1
"2299","Jund","A","Fosl1",1
"2300","Cebpa","A","Afp",1
"2303","Gata1","B","Tal1",0.5
"2304","Gata2","B","Tal1",0.5
"2314","Stat5a","A","Bcl2",1
"2318","Tbp","A","Myc",1
"2319","Hif1a","A","Ptgs2",1
"2320","Ets2","A","Anpep",1
"2325","Sp1","A","Dck",1
"2333","Tfap2a","A","Egfr",1
"2336","Creb1","A","Hmox1",-1
"2338","Ppara","A","Pank1",1
"2339","Sox10","A","Ret",1
"2341","Jun","A","Mat2a",1
"2344","Gata4","A","Nos3",1
"2345","Sp3","A","Nos3",1
"2346","Gli1","A","Bcl2",1
"2349","Runx1","A","Prkcb",1
"2351","Fos","A","Nos2",1
"2353","Nfkb1","A","Nos3",1
"2354","Rela","A","Nos3",1
"2356","Nfkb1","A","Ar",-1
"2359","Egr1","A","Psen2",1
"2361","Lef1","A","Elane",1
"2365","Hoxd3","A","Itga5",1
"2366","Fli1","A","Tert",1
"2367","Hif1a","A","Gck",1
"2372","Tp53","A","Kat2b",1
"2375","Esr2","A","Tgfa",1
"2381","Nfic","A","Smug1",1
"2382","Usf1","A","Pigr",1
"2384","Sp3","A","Mycn",1
"2387","Tp53","A","Ada",1
"2390","Stat4","A","Il2ra",1
"2394","Ar","A","Ncoa2",-1
"2396","Egr1","A","Gdf15",1
"2397","Pgr","A","Vegfa",1
"2399","Usf1","A","Ctsb",1
"2400","Usf2","A","Ctsb",1
"2401","Rel","A","Il1b",1
"2406","Pparg","A","Plin2",1
"2415","Nr3c1","A","Nr1i3",1
"2417","E2f1","A","Bbc3",1
"2419","Nfic","A","Cyp17a1",1
"2421","Esr1","A","Jun",1
"2422","Fos","A","Il1b",1
"2423","Jund","A","Nos2",1
"2425","Stat3","A","Ptgs2",1
"2426","Nfkb1","A","Il4",1
"2427","Rela","A","Il4",1
"2430","Stat5a","A","Pim1",1
"2431","Gata2","A","Gata1",1
"2438","Egr2","A","Igf2",1
"2439","Tfap2a","A","Bace1",1
"2440","Sp1","A","App",1
"2445","Pparg","A","Nr1h3",1
"2450","Sp1","A","Alox8",1
"2452","Cebpa","A","Spp1",1
"2453","Tp53","A","Pml",1
"2458","Egr1","A","Ptges",1
"2459","Esr1","A","Myc",1
"2461","Cebpd","A","C3",1
"2462","Usf1","B","Bhlhe40",0.5
"2463","Sp1","A","Klk1b26",1
"2464","Sp1","A","Klk1b8",1
"2465","Sp1","A","Klk1b9",1
"2466","Sp1","A","Klk1b1",1
"2467","Sp1","A","Klk1b11",1
"2468","Sp1","A","Klk1b27",1
"2469","Sp1","A","Klk1b22",1
"2470","Sp1","A","Klk1b21",1
"2471","Sp1","A","Klk1b5",1
"2472","Sp1","A","Klk1b16",1
"2473","Sp1","A","Klk1b3",1
"2474","Sp1","A","Klk1b24",1
"2475","Sp1","A","Klk1b4",1
"2476","Sp1","A","Klk1",1
"2478","Hif1a","A","Nr4a1",1
"2480","Myb","A","Elane",1
"2483","Ets1","A","Tnc",1
"2485","Irf1","A","Tap1",1
"2488","Mitf","A","Fos",1
"2493","Rbpj","A","Hey1",1
"2494","Hnf4a","A","Epo",1
"2495","Smad3","A","Epo",1
"2496","Sp1","A","Epo",1
"2499","Mitf","A","Trpm1",1
"2502","Sp1","A","Pck1",1
"2503","Atf4","A","Vegfa",1
"2504","Runx1","B","Ccnd3",0.5
"2507","Pparg","A","Sat1",1
"2508","Lef1","A","Cldn2",1
"2510","Creb1","A","Etv3",1
"2513","Usf1","A","Tgfb1",1
"2514","Usf2","A","Tgfb1",1
"2517","Stat3","A","Trh",1
"2519","Myc","A","Mybl2",1
"2520","Mybl2","A","Myc",1
"2522","Cebpb","A","Alb",1
"2523","Sp1","A","Nr3c1",1
"2527","Esr1","A","Abcg2",1
"2530","Spi1","A","Tgfbr2",1
"2531","Etv4","A","Tgfbr2",1
"2532","Mitf","A","Best1",1
"2533","Hnf1a","A","Apoh",1
"2535","Etv4","A","Wt1",1
"2537","Gata4","A","Cyp17a1",1
"2538","Gata6","A","Cyp17a1",1
"2539","Sp1","A","Cyp17a1",1
"2541","Jun","A","Spp1",1
"2543","Tfap4","A","Mdm2",-1
"2546","Rara","A","Cxcr5",1
"2549","Srebf1","A","Ldlr",1
"2550","Smad3","A","Tnc",1
"2551","Smad4","A","Tnc",1
"2552","Znf148","A","Mmp3",1
"2556","Rela","A","Gstp1",1
"2557","Rela","A","Gstp2",1
"2558","Tp53","A","Plk1",-1
"2559","Sp1","A","Tgfa",1
"2563","Nr4a1","A","Cyp17a1",1
"2564","Crem","A","Ccna2",-1
"2567","Epas1","A","Serpine1",1
"2568","Jund","A","Plaur",1
"2569","Esr1","A","Bmp6",1
"2570","Pparg","A","Cdkn1a",1
"2571","Tp53","A","Chek2",-1
"2572","Myb","A","Nr3c1",1
"2573","Cebpb","A","Abcb1a",1
"2575","Esr1","A","Hoxa10",1
"2577","Pax6","A","Gck",1
"2580","Hif1a","A","Timp1",1
"2582","Runx1","B","Timp1",0.5
"2585","Tp53","A","Hsp90ab1",-1
"2586","Tp53","A","Slc2a1",-1
"2592","Vdr","A","Cdkn1b",1
"2595","Pparg","A","Bcl2",1
"2596","Sp1","A","Cyp19a1",1
"2597","Stat3","A","Cyp19a1",1
"2600","Fos","A","Acp5",1
"2601","Fos","A","Nfatc1",1
"2602","Nfkb1","A","Il2",1
"2605","Gli1","A","Ptch1",1
"2606","Gli2","A","Ptch1",1
"2608","Esr1","A","Pelp1",1
"2612","Myc","A","Eif4e",1
"2615","Lef1","A","Cd1d1",-1
"2616","Tp53","A","Cop1",1
"2618","Tp53","A","Siva1",1
"2619","Myb","A","Dhrs2",1
"2620","Mybl1","A","Dhrs2",1
"2621","E2f4","A","Plk1",-1
"2623","Sp3","A","Cnmd",1
"2625","Foxo3","A","Fbxo32",1
"2628","Sp3","A","Kdr",1
"2631","Mycn","A","Nes",1
"2632","Sp3","A","Sct",1
"2633","Sp1","A","Sct",1
"2634","Cebpa","A","Cps1",1
"2637","Esr1","A","Tac3",1
"2639","Srebf1","A","Nr0b2",1
"2644","Klf6","B","Igf1r",0.5
"2646","Gfi1","A","Gfi1b",1
"2647","Ar","A","Scap",1
"2652","Ctcf","A","Igf2",1
"2658","Cebpa","A","Nfya",1
"2659","Rela","A","Sirt1",1
"2661","Epas1","A","Egln3",1
"2662","Hif1a","A","Egln3",1
"2665","Esr1","A","Mta3",1
"2669","Egr3","A","Nab2",1
"2673","Gli2","A","Gli1",1
"2674","Hif1a","A","Cygb",1
"2675","Tp53","A","S100b",-1
"2676","Stat3","A","Il21",1
"2677","Sp1","B","Ddit4",0.5
"2678","Nfatc2","A","Il2",1
"2679","Ets1","A","Nos3",1
"2682","Usf2","A","Thbs1",1
"2686","Usf1","A","Pf4",1
"2687","Usf2","A","Pf4",1
"2688","Hhex","B","Tle1",0.5
"2689","Fos","A","Il12b",1
"2692","Ppara","A","Angptl4",1
"2693","Ppard","A","Angptl4",-1
"2694","Pparg","A","Angptl4",1
"2695","Epas1","A","Flt1",1
"2697","Hif1a","A","Flt1",1
"2699","Ets1","A","Socs1",1
"2700","Stat6","A","Socs1",1
"2702","Jun","A","F3",1
"2703","Prox1","A","Cyp7a1",-1
"2704","Sp1","B","Dpysl2",0.5
"2705","Nr4a1","A","Hsd3b1",1
"2706","Myc","A","Cdk4",1
"2707","Usf1","A","Cdk4",1
"2708","Tp53","A","Ezh2",-1
"2709","E2f3","A","Tp73",1
"2710","Jun","A","Mmp2",1
"2715","Esr2","A","Serpine1",-1
"2716","Esr1","A","Serpine1",1
"2730","Jun","A","Gnrhr",1
"2731","Stat3","A","Etv6",1
"2733","Hif1a","A","Itgb2",1
"2734","Jun","A","Ren1",1
"2736","Smad3","A","Bambi",1
"2737","Smad4","A","Bambi",1
"2740","Irf1","A","Tnfsf10",1
"2741","Usf1","A","Hmox1",1
"2742","Usf2","A","Hmox1",1
"2743","Egr1","A","Fgf2",1
"2744","Sp1","A","Pdgfc",1
"2745","Egr1","A","Pdgfc",1
"2749","Ets1","A","Plau",1
"2751","Hif1a","A","Id2",1
"2752","Sp1","A","Brca1",1
"2755","Sp1","A","Nkx2-1",1
"2757","Hif1a","A","Rora",1
"2758","Jun","A","Myb",1
"2759","Jund","A","Myb",1
"2760","Lhx3","A","Fshb",1
"2761","E2f1","A","Birc5",1
"2763","Tp53","A","Aifm2",1
"2766","Tbp","A","Cdkn1a",1
"2769","Gata1","A","Gfi1b",1
"2770","Pgr","A","Ccnd1",1
"2771","Fli1","A","Igfbp3",-1
"2773","Myc","A","Wt1",1
"2774","Wt1","A","Myc",-1
"2775","Tp53","A","Tnfrsf10b",1
"2777","Yy1","A","Hsd3b1",1
"2781","Nr1h2","A","Abca1",1
"2782","Nr1h2","A","Abcg1",1
